reviews,food,price,place,service
the only thing I was picky about was the music which was way too loud.,0,0,-1,0
With a stunning view and brilliant food ,1,0,1,0
I understand that a lot of the people were there to enjoy the tunes but we were there for a social family dinner which was deemed impossible unless you felt like yelling to the person next to you.,0,0,-1,0
Definitely will come back.,0,0,0,0
I sat in the salty subtle sea spray on my 1999 tinny.,0,0,0,0
I braved the ocean canal and my spiritual soul landed at the waterfront restaurant.,0,0,0,0
The waves rocked off my tinny as I embarked on an astonishing 5 meter walk to the restaurant entrance.,0,0,0,0
The location of dining was full of love making couple and an occasional family embracing the true spirit of Italia cuisine in Sydney's mid-north east.,0,0,1,0
"Just after good Friday, I hoed into a palatable morsel inspired by Jesus himself.",0,0,0,0
"Bless my soul, my holy soul!",0,0,0,0
I had the 'Risotto Nero' a squid ink based risotto that captured the true essence of why I live: splendid food.,1,0,0,0
It was the best risotto I have consumed.,1,0,0,0
I guzzled down a short water and then flowed into dessert mode.,0,0,0,0
"I ordered three dishes from the outlet of the lord: tiramisu, ricotta and pear tart and a lemon tart.",0,0,0,0
All were unique and fascinated my mind with their simpler yet complex form combined with subtlety.,0,0,0,0
Before I hopped on my tinny I embraced the local general store.,0,0,0,0
"Unfortunately, prices were unmarked and made up on the spot like a dog enforcing the law.",0,-1,0,0
I was ripped on an Easter egg for AUS$3.,0,-1,0,0
What a sin!,0,0,0,0
"Overall, it was a strapping restaurant and I will be returning in the near future to indulge myself again.",0,0,0,0
The location is obviously great!,0,0,1,0
But we had a great time at dinner.,0,0,0,0
The food was great!,1,0,0,0
The host was very friendly and the wait staff were attentive.,0,0,0,1
Will definitely visit again.,0,0,0,0
I came here with my sister.,0,0,0,0
"My sited came before had fresh prawns and said they where to die for,",1,0,0,0
We shared white sangria which was a little bland and not much flavour!,-1,0,0,0
"We also had a share plate for two, over all was nice the out standing part was the oysters and arancini was the stand outs.",1,0,0,0
The squid was a little blend would of been after with just salt and pepper and where a little soggy.,-1,0,0,0
The prawns where chewy,-1,0,0,0
When u ask for a desert menu the bring over all these sample cakes to chose from it is very confronting,0,0,0,-1
"Awesome waterfront view, just happened there was a bushfire in distance, at the time we were there.",0,0,1,0
"pasta and risotto were very oily, struggled to finish off the dish.",-1,0,0,0
Tasty food,1,0,0,0
Most of the main course food were pretty pricy.,0,-1,0,0
"Friendly staff, good location, felt like a small getaway, quite isolated from Sydney hustle and bustle.",0,0,1,1
And they have live music on certain day of the week.,0,0,0,0
"Great view, but that was about it.",0,0,1,0
Knowing it was Father's Day I figured that they were pretty busy and so I could understand the lengthy wait for either seats or meals ordered.,0,0,0,-1
The waitress advised that there were seats available but we would have to wait for over an hour for a meal as there were a lot of people already waiting.,0,0,0,-1
But if we wanted sandwiches or pies we can get it straight away.,0,0,0,0
I wanted to order a meat pie and a sausage roll but we were told by another lady it was also an hour wait to heat them up.,0,0,0,-1
So we just ordered two sandwiches which to be honest they did not seem that fresh.,-1,0,0,0
My partner sandwich looked like it was a day old,-1,0,0,0
But to be frank I was not satisfied and I went in and got a snickers bar.,0,0,0,0
I would like to try some of their cooked meals and see how it goes but at this time I was not totally impressed.,-1,0,0,0
Extremely disappointing.,0,0,0,0
Mothers Day is busy for hospitality but that is no excuse for the staff being rude.,0,0,0,-1
"Half an hour wait for our reservation, an hour to get our coffees and an hour and a half to get our food, all to be told that they needed is to leave as soon as finished as they needed the table.",0,0,0,-1
What a waste of a great location.,0,0,1,0
Looking for a place for a soft drink/light snack.,0,0,0,0
"We'd had meals there before which were very nice, but we sat outside on one of the tables with an umbrella looking across the water to Scotland Island.",0,0,0,0
Went in and ordered 4 sausage rolls and 3 soft drinks.,0,0,0,0
"Were advised that there was a ""on the deck"" surcharge of $2.",0,0,0,0
"I think someone there has seen an opportunity to screw more money out of their customers, it is their loss because we would not be going back there.",0,-1,0,0
So watch out if you want to sit outside!,0,0,0,0
"What a great spot for a Sunday arvo, beautiful view, chill out atmosphere and great food.",1,0,1,0
"The Osso Buco Alla Milanese is just delicious, highly recommended",1,0,0,0
Such a waste of a great location.,0,0,0,0
"The Waterfront Cafe is woefully mismanaged, and it shows in the appalling lack of staff morale, the greedy way the tables are jammed in, and often the complete inability to accept a reservation, take an order or deliver a meal.",0,0,0,-1
Utterly hopeless,0,0,0,0
We had a beautiful dinner here.,0,0,0,0
Maitre de was very welcoming and funny and made our experience even more relaxing.,0,0,0,0
The location perfect and food delicious.,1,0,1,0
The serving sizes were generous and we would definitely return.,1,0,0,0
I have eaten at many cafes in Australia and around the world and I can honestly say that the big breakfast at Church Point is the BEST I have ever had.,1,0,0,0
The coffee is great the service polite and the staff are not 10 year old's that can not hold a conversation if you desire one.,1,0,0,1
As for the owner she could be everyone's grandmother.,0,0,0,-1
Just a great start to the day.,0,0,0,0
Busy and delightful restaurant.,0,0,0,0
This cafe is one of the most beautiful places I have been to in Sydney.,0,0,1,0
I happened to have lunch there on a busy Sunday afternoon which meant the restaurant was full for the entire duration of the lunch.,0,0,0,0
I will absolutely go again and love the restaurant.,0,0,0,0
"Despite the restaurant being full, I waited a reasonable time for the meals which were delicious once they arrived and the floor staff were attentive and doing their best to accomodate us although they were very busy.",1,0,0,1
Beer cheaper than small soft drink.,0,1,0,0
Poor rude service on mothers day.,0,0,0,-1
One of the biggest days for cafe's and restaurants and the staff and service was horrible.,0,0,0,-1
"the customer is always rite policy definitely doesn't apply for this place, if you wish to be rushed and rudley/ forcefully presented with your main meals then this is the place for you.",0,0,0,-1
my mother just wanted a nice mothersday at this lovely little cafe and it was rudley refused.,0,0,0,0
"everything was fine untill our mains came, we hadnt even gotten through half our entrees and our table of 5 was still full of plates.",0,0,0,-1
3 of their waitresses brought out the mains without seeing if we were ready for them and forced us to remove all the entrée s on our own accord.,0,0,0,-1
"we told the staff that we were still eating our entrees and could you please wait untill we are ready, there response was we are busy and cant take the food back to the kitchen, we asked them to clear the table first and they then rudley accepted for myself to clear it for them and pass them the plates of empty food as they handed me the mains for me to place them down myself.",0,0,0,-1
I have never been to a place that charges 30-40 for an entree and expects their customers to remove the plates and put down the mains them selves.,0,-1,0,-1
my mothers other half then had to ask for fresh cutlery to eat with for the mains and the response from the waitress was said with such an attitude like she didnt want to be there she said ( just wait a minute) without a polite word in her vocabulary.,0,0,0,-1
"he then had enough and yelled out where the f is the manager, the owner then came to the table and we asked if she wanted to know the problem and she rudley refused to find out the problem and asked us to leave.",0,0,0,-1
"she walked of in a hurry and came back with the main meals money, as she pased the money she said you's can now leave.",0,0,0,-1
we happily left to place this review.,0,0,0,0
"such a nice little cafe yet such rude service, if the owner reads this I strongly recommend that you get your staff some professional training in serving your customers as many people say the same thing.",0,0,1,0
"Great location, not so great staff or food.",0,0,1,0
I love this place.,0,0,0,0
Have loved it since I was a kid and was so excited when I saw someone put some love into the place and give it a new lease of life.,1,0,0,0
"For a wihle the food, staff and environment were fantastic",1,0,1,1
The place is now jam-packed with chairs trying to earn every single $ possible.,0,-1,0,0
So hard to get in and out that we decided not to go back and order cakes and coffees after our meals.,0,0,0,0
Food was quite good - when it eventually came.,0,0,0,0
My partner ordered eggs with a side of bacon.,0,0,0,0
"The bacon went to another table and when we asked about it, it was our fault.",0,0,0,-1
He finally got this after he'd finished his meal.,0,0,0,-1
We decided we wouldnt go back there again despite living just around the corner from it.,0,0,0,0
I'd be prepared to pay a little more and have some space and good service.,0,0,-1,-1
Why the horrible attitude?.,0,0,0,-1
Such rude staff including the chef.,0,0,0,-1
Everything seemed to be a problem.,-1,-1,-1,-1
"I have given this place quite a few opportunities, but they just never cease to disappoint.",0,0,0,0
"The food is incredibly overpriced, but I can take that.",0,-1,0,0
"The food is never consistent, sometimes its good and sometimes its average, I can take that.",1,0,0,0
"But what I can't take is the incredibly rude attitude of the staff, including all the young servers.",0,0,0,-1
Its just such a disappointment as this place has so much potential to be great.,0,0,0,0
The location in and of itself.,0,0,1,0
A friend mentioned to me that this place over the years just can't get it right when it comes to service.,0,0,0,-1
Disappointing all round.,-1,-1,-1,-1
People just remember your patrons matter.,0,0,0,0
I liked that the Tearooms had a variety of savoury and sweet pastries.,1,0,0,0
The setting of the table was very pretty and the tea selection was great too.,1,0,1,0
We were in the area so stopped for lunch.,0,0,0,0
The garden was beautiful.,0,0,1,0
We were not a fan of the decor inside the tea house.,0,0,-1,0
Most of the patrons were having high tea but we were time short so opted for a burger and the chicken salad.,0,0,0,0
Overall food was ok but overpriced (guess we were paying for the view).,1,-1,1,0
Ingredients were definitely very fresh and seemed to have been grown at the vaucluse house garden.,1,0,0,0
I came here yesterday afternoon for high tea.,0,0,0,0
The location is really stunning and idyllic.,0,0,1,0
We were seated promptly even though we didn't have a reservation.,0,0,0,1
The high tea looked impressive.,1,0,0,0
But the savoury options were so so and the cakes were a bit too sweet for my liking and not as amazing as I expected them to be.,-1,0,0,0
The standout however were the scones and clotted cream.,1,0,0,0
The service at the beginning was very attentive.,0,0,0,1
However it took a long time to catch the attention of the waitstaff to pay the bill.,0,0,0,-1
"Had high tea on a wednesday afternoon, the place was quite hidden but very pretty.",0,0,1,0
"Ordered the high tea set and we got some pastries, sparkling wine and tea and/or coffee.",1,0,0,0
The high tea was accompanied with good music which was very relaxing.,1,0,0,0
A very good place to escape the busy city of sydney.,0,0,1,0
Location was 100/100.,0,0,1,0
The savoury pastries were mostly good.,1,0,0,0
The scones was also pretty good.,1,0,0,0
However the sweet pastries on the very bottom are all very sweet.,-1,0,0,0
The sweet pastries could be improved much better.,-1,0,0,0
We went here for high tea.,0,0,0,0
I have been to a few in Europe.,0,0,0,0
The selection of cakes and sandwiches was very poor.,-1,0,0,0
Sausage rolls might be something Australians likes but it does NOT belong on the tea tray!,0,0,0,0
The chicken spread on white bread was served in a lump and tasteless.,-1,0,0,0
The mini pie was nice.,1,0,0,0
No little patisseries only dry pieces of cakes and merengue.,-1,0,0,0
My friends from Sweden and I was very disappointed.,0,0,0,0
Nice ambience when the weather is lovely.,0,0,1,0
Menu choices is not extensive but alright and bonus with kids choice too.,0,0,0,0
Nothing much to complain about this place and I would recommend for high tea that starts at 12pm-3pm,0,0,0,0
This is a gorgeous place to enjoy high tea in gorgeous surrounds without the fuss or pretentiousness of other establishments.,0,0,1,0
"Vaucluse House Tea rooms eschews vintage, feminine sheike.",0,0,1,0
"The food is wonderful, with the elderflower cheesecake doughnuts with strawberry sugar being particularly scrumptious.",1,0,0,0
"While the tea selection isn't as impressive as other venues, the service, food and location more than make up for it however with the high tea service is unlimited.",1,0,1,1
The Vaucluse House Tearooms also offer wine and French Champagne if you're feeling the need to whet the whistle.,0,0,0,0
Overall the Tearoom proves simplicity and quality make for a delightful venue.,0,0,1,0
Well worth a look if you need to treat yourself to some old worldly charm.,0,0,0,0
"Such a lovely house and a wonderful, traditional high tea!",0,0,1,0
Potentially one of the best high tea experiences I've had in Sydney.,1,0,0,0
I especially enjoyed the scones.,1,0,0,0
"Drop in this Tearooms with my family after visiting Vaucluse House, the famous ""High Tea"" was sold out.",1,0,0,0
"Staffs made mistakes on our simple order of coffee, chip and kid lunch.",0,0,0,-1
"After an hour wait and an order enquiry, we got a pack of juice, another order enquiry 10 mins later got us two coffees.",0,0,0,-1
We decided to leave this nice tearooms with a hungry family.,0,0,0,0
"Nice settings and good menu, but the food never turns up.",-1,0,1,0
Worst High Tea Experience Ever!,-1,0,0,0
"Bring your own food if you got kids with you to this tearooms, the services was totally unacceptable.",0,0,0,-1
"Great place for friends gather, food is not bad, services is nice.",0,0,0,1
The environment is just great!,1,0,1,0
Highly recommended for especially girls talks!,0,0,0,0
Went there on a quiet day for dessert.,0,0,0,0
"It is a pretty tea house inside the park, nice and relaxed atmosphere.",0,0,1,0
It was also lovely to stroll around the area after meal.,0,0,1,0
"The dessert was fantastic,  tasty,  fresh (they used ingredients from what they grow in their garden).",1,0,0,0
"Just felt like those freshly home-made dessert,  loved it!",1,0,0,0
"We used the table on the balcony,  that was a really small table and the food came in big plates, so that was a bit of struggle to fit all the plates in it.",0,0,-1,0
"Otherwise,  everything else was good,  the waitress was friendly too.",0,0,0,1
"I didn't say anything at the time and we all ordered a variety of food, coffee and tea and it was a lovely setting and food was average standard.",0,0,1,0
waiters attitude which really irked me.,0,0,0,-1
"I've been to a lot of cafes, tea rooms, restaurants etc, around Australia and the world and normally a simple thing such as sharing a plate of food is seen as acceptable, not my cup of tea",0,0,0,0
reminded me of the Seinfeld episode with the Soup Nazi ,0,0,0,0
Had a great high tea experience yesterday here after taking a tour of the Vaucluse house.,1,0,0,0
We showed up more than an hour early for the booking we had made and the staff were very accommodating and got us seated quickly.,0,0,0,1
Pretty great setting out on the patio in the shade on a hot day.,0,0,1,0
We really enjoyed the foot brought out.,1,0,0,0
"I thought that the sandwiches were ok, but the rest of the savory and sweet offerings was really good.",1,0,0,0
Would definitely recommend.,0,0,0,0
Old school.,0,0,0,0
Sometimes it's not just about the food.,0,0,0,0
"Sometimes it's about a perfect Sydney day, blue skies and green lawns stretching into the distance.",0,0,1,0
"Cream tea on the terrace, old fashioned china and vintage style.",0,0,0,0
"If any of that strikes a chord, then Vaucluse House Tearooms, a Sydney institution since the 1940s, could be just the place for you.",0,0,0,0
I brought my mum here as a birthday treat and it was perfect.,0,0,0,0
"We ordered the Devonshire tea, $16 per head for a generous serving of scones with jam and cream and bottomless tea, and luxuriated in the old fashioned charm of the tea rooms.",0,0,0,0
As it was such a lovely day we sat on the terrace.,0,0,0,0
"On a colder day, the indoor tea rooms would be great, with their banquette seating or bentwood chairs, and expansive views onto Vaucluse Park.",0,0,1,0
"If you do decide to come to the tearooms, Vaucluse House itself is well worth a visit ",0,0,0,0
"it really gives a sense of early Australia, the story of the Wentworth family is fascinating, and the rambling rooms are gorgeously furnished.",0,0,1,0
I saw the reviews were mixed on these tearooms.,0,0,0,0
"Our experience was very good, the service was friendly and efficient, the scones were perfect for the place ",1,0,0,1
"although next time I would ask that they not be heated, as they do it in a microwave which is kind of an abominable way to treat a scone really.",0,0,0,0
"But all up, a wonderful experience, and somewhere that really has a strong sense of place and olden Sydney.",0,0,1,0
Came here for high tea.,0,0,0,0
Lovely setting.,0,0,1,0
Staff were very attentive.,0,0,0,1
Majority of high tea treats were delicious.,1,0,0,0
A bit more cream for the scones wouldn't go astray.,-1,0,0,0
Great value at $49 each which includes a glass of sparkling.,0,1,0,0
I would recommend this high tea to friends.,0,0,0,0
Went for high tea with my boyfriend and this is probably the worst high tea I'd been too.,-1,0,0,0
The food wasn't very good.,1,0,0,0
The desserts were worse.,-1,0,0,0
Everything looked nice but was bland and horrible.,-1,0,0,0
One good thing about the high tea was the unlimited amount of tea you could refill.,1,0,0,0
You could try all the flavours and they have a wide range of tea selection which was really good!,1,0,0,0
I only tried like 3 and they were all nice.,1,0,0,0
The location was nice and we got to explore the historic area afterward which was good.,0,0,1,0
But yeah it was $50 a head soooooooo not worth it.,0,-1,0,0
Went from bad to worse.....,0,0,0,0
Recently went to a kitchen tea at vaucluse house.,0,0,0,0
Beautiful location but that was the only thing that was nice.,0,0,1,0
Service was bad but the food served was even worse.,-1,0,0,-1
A child was given separate food to the adults and it was boring and burnt!,-1,0,0,0
how hard is it to make plain pasta with just melted cheese on it?,0,0,0,0
The adults were served ravioli and they were disgusting as there was no sauce and raw so you couldn't even get it down your throat.,-1,0,0,0
Definitely won't be going back and won't be recommending this place to anyone.,0,0,0,0
not enough staff for busy establishment,0,0,0,-1
staff were rushed of there feet,0,0,0,-1
Service was pretentious and not pleasant ,0,0,0,-1
Coffee weak no flavour little marinette,-1,0,0,0
Fish snapper dish tasted funny,-1,0,0,0
Vegetable serving ungenerous though nice the better part of the menu,-1,0,0,0
What a disappointment!!.,0,0,0,0
Food really average and the service worse...,-1,0,0,-1
"It started so promisingly, beautiful weather, very warm reception when we arrived and were seated.",0,0,0,1
The high tea was was so ordinary and unenjoyable - we left most of it and ordered an entree to eat.,-1,0,0,0
That was after we finally managed to get a staff members attention.,0,0,0,0
Not easy to do.,0,0,0,0
It arrived but without cutlery and it took 15 mins to get the attention of another staff member.,-1,0,0,-1
By this time the entree was cold and also unenjoyable.,-1,0,0,0
Would not have been so bad if the tea house had been super busy!!,0,0,0,-1
Surprisingly a good cafe to get some burgers but they are not just good for burgers they have healthy choices and also great smoothies.,1,0,0,0
Worth a visit if you are in the area.,0,0,0,0
What a cool place.,0,0,1,0
"Not only that but the food is tasty, the coffee was excellent and the staff are super friendly.",1,0,0,1
I had three middle eastern breakfast board which was sufficiently plentiful.,1,0,0,0
"A few different items on the board to provide variety and when compiled altogether, an excellent flavour combination.",1,0,0,0
There are quite a few things on the menu.,0,0,0,0
So lots of choice.,0,0,0,0
From your typical items to things with a little flair.,0,0,0,1
The pastries on the counter also looked delightful.,1,0,0,0
The cafe is in a convenient location with easy access to parking.,0,0,1,0
"Indoor and outdoor seating but I imagine if every table was occupied, it would feel quite full as the tables are close to each other.",0,0,-1,0
The staff are really friendly and will have a chat like they’ve known you for ages.,0,0,0,1
It’s such a nice feel.,0,0,0,0
"Will definitely come back here, especially for the coffee.",0,0,0,0
"Whether you’re in the mood for breakfast or brunch, bar biscotti is honestly the place to be at.",0,0,0,0
Complement your feed with a side of their freshly made juice and your meal is good to go 😍👌🏽,1,0,0,0
My absolute favorite cafe...,0,0,0,0
"The staff there are all so welcoming they make you feel like family... the food is also very lovely, never been disappointed..",1,0,0,1
Nothing but love,0,0,0,0
"Menu is great unfortunately, SERVICE IS SLOW!!!!!",1,0,0,-1
"SO HARD TO GET SOMEONE TO TAKE OUR ORDER because the servers keep on chatting to their ""favorite customers"".",0,0,0,-1
They simply ignored us!,0,0,0,0
"If you want to enjoy your meal here, better be a favorite of the crew!",0,0,0,0
If you know me you know how picky I am with food.,0,0,0,0
After hearing from several different people about ‘ bar biscoti ‘ it was time to give it a try .,0,0,0,0
"Nothing gives me more anxiety then trying to find parking , circling the block 50 times before finding a car spot 3 kms up the road , but that wasn’t the case here !!",0,0,-1,0
"Prime parking in a car park directly across the road no more than 30m away , It was already a win for me !",0,0,1,0
"Sat down and greeted by the friendly staff , I ordered a double shot flat white with almond milk .",0,0,0,1
Temperature was spot on and coffee was how it should be .,1,0,0,0
Ordered a kale breakfast bowl and organic Bircher muesli .,0,0,0,0
"Kale breakfast bowl was the best I have had , kale , broccoli poached eggs and added smoked salmon .",1,0,0,0
Perfect healthy meal to start the day .,1,0,0,0
"The organic Bircher muesli , the seasonal fruit was fresh and crisp , crunchy Bircher muesli and tasty yoghurt .",1,0,0,0
Deffinetly the best I have had in a long time .,0,0,0,0
This will deffinetly be my new weekend breakfast spot in the area as it lived up to the hype .,0,0,0,0
Thanks guys and see yas again soon !,0,0,0,0
A lovely local place to have brunch!,0,0,0,0
Decided to come here for a post workout meal.,0,0,0,0
The menu is extensive enough to give me options but it’s not overwhelming.,0,0,0,0
"The dishes all sound so wholesome, and you would expect to see a lot of the classic brunch dishes on this menu.",1,0,0,0
"I ended up getting the kale breakfast bowl and for $17, it was very satisfying and I felt full afterwards!",1,1,0,0
"All the ingredients were very fresh and tasty, I enjoyed every bite out of it.",1,0,0,0
Poached eggs on point.,1,0,0,0
"It was a really beautiful day and wanted to sit outside, but it all the tables were occupied.",0,0,-1,0
"Nevertheless, the ambiance inside this cafe was very open and welcoming.",0,0,1,0
Will come back for more!,0,0,0,0
Now.,0,0,0,0
What makes a good eggs benedict is two things.,0,0,0,0
Runny yolk.,0,0,0,0
Nice hollandaise sauce.,0,0,0,0
"Oh my god, literally said that as i cut into the egg.",0,0,0,0
Very disappointed.,0,0,0,0
Over cooked as hell.,-1,0,0,0
"Cmon, is it that hard to time the eggs?",0,0,0,0
I didnt think there was enough hollandaise sauce too.,-1,0,0,0
Taste wise was good though.,1,0,0,0
"Call me nitpicky, but overcooked yolks pretty much kills the dish.",-1,0,0,0
Lots of fried bacon.,0,0,0,0
"And another thing, i requested smoked salmon.",0,0,0,0
They got my order wrong.,0,0,0,-1
Say what?,0,0,0,0
Friend had the trio rice with spatchcock and cucumber yoghurt.,0,0,0,0
He said it was okay.,0,0,0,0
Large hot chocolate included.,0,0,0,0
Service was good.,0,0,0,1
Location was bad.,0,0,-1,0
Might i add that i came with a groupon voucher.,0,0,0,0
"If i paid normally, i wouldnt be very happy sadly.",0,-1,0,0
Dont recommend.,0,0,0,0
Love the atmosphere.,0,0,1,0
I like sitting inside because outside can get a little dusty.,0,0,1,0
"Really friendly staff, fresh and yummy food.",1,0,0,1
Health conscious menu not only pretty to look at but also very tasty.,1,0,0,0
We ordered the big biscotti and breakfast plate which seemed quite similar but they were both delicious with generous servings.,1,0,0,0
Coffee was superb!,1,0,0,0
"The breakfast board was quite underwhelming, had to order a couple sides in order to feel full.",-1,0,0,0
"Service was great and really welcoming, food was average.",0,0,0,1
The coffee on the other hand was great 👌🏼 would recommend for light eaters and coffee lovers ☕️,1,0,0,0
"Came here for lunch on Sunday arvo, ordered  coffee and bruschetta.",0,0,0,0
"Took ages for the food to come out, and when it finally did, it was cold.",-1,0,0,-1
"Brushetta was served on godforsaken ""crispy tortilla"", which wasn't crispy at all and absolutely soaked in oil.",-1,0,0,0
"Main palate of the dish was just onions; with fragrant olive oil and basil, the very characteristics of bruschetta, nowhere to be seen.",-1,0,0,0
"Oh, and nothing was done correctly with this dish, including the poached eggs, which rubbery and overcooked.",-1,0,0,0
"The worse part was the manager ""Mona"" who refused to make any acknowledgement of the fault and snapped that it was their ""signature dish"".",0,0,0,-1
PLEASE NEVER EAT HERE.,0,0,0,0
"After an early morning visit to Flemington market, it's nice to be able to pull up a stool at the open window counter at the nearby Bar Biscotti to bask in the morning sun and enjoy a coffee by a bearded barista.",0,0,1,0
We had a great lunch here (salt and pepper calamari) with terrific service.,1,0,0,-1
The coffee was fantastic too ... only thing I found odd ... they don't serve Biscotti.,1,0,0,0
Would recommend here equally for a catch up with friends or working lunch.,0,0,0,0
"These guys are a great bunch, not only did they help direct me to another competing cafe but they also made a damn good skim cappuccino to get me through the sydney traffic.",1,0,0,1
Interior design was very cool.,0,0,1,0
Will return to try the food.,0,0,0,0
Yummy food and large portions.,1,0,0,0
Great styling with a lot of the old factory/industrial feel maintained.,0,0,1,0
Will definitely be going back for more of the breakfast options!,0,0,0,0
Chef knows what he is doing here.,0,0,0,0
Had the special of spatchcock.,0,0,0,0
"Now whilst the bird wasn't huge, the accompanying salad and yoghurt and all that went in it made it delicious.",1,0,0,0
Friend ordered a chicken dish.,0,0,0,0
Said it was very moist.,1,0,0,0
Coffee could use a little improvement though.,-1,0,0,0
Very weak.,0,0,0,0
Will return for the food.,0,0,0,0
"Food is good but like the rest of the reviews, the service is terrible.",1,0,0,-1
Twice I've been here and the service was slower each time.,0,0,0,-1
My arms gets pretty tired from waving to get the attention of the waiters.,0,0,0,-1
Perhaps the management should bring some basic school rules and confiscate their mobile phones so they can concentrate on serving their customers.,0,0,0,-1
The breakfast is great here and staff are very friendly.,1,0,0,1
"I ordered the Big Biscotti(=big breakfast), serving is in good portion with variaty type of food.",1,0,0,0
mom has the salsa bruschetta.,0,0,0,0
i like the dish as they did not use the normal sourdough bread.,1,0,0,0
the crunchy thin bread gives this dish a unique taste.,1,0,0,0
Sis has the smoked salmon and it is a little bit too salty.,-1,0,0,0
good choice for brunch as well as for breakfast,1,0,0,0
"Extensive menu, all day breakfast, open on public holiday, warm vibe from waiters.",1,0,1,1
"However, they were overstretched and not able to accommodate the busy client load.",0,0,-1,0
"They took awhile to allow us to seat, said they will attend to us you give menu but didn't until we asked 10 minutes later.",0,0,0,-1
"They did not get to us for ordering until asked, the waiter clearly could not remember our orders but asked confirmation.",0,0,0,-1
"The order still was incorrect when they served, and when I alerted to the incorrect order and sought clarification, the waitress did not return?",0,0,0,-1
"The food was nice, though can be improved.",1,0,0,0
The service is what let them down.,0,0,0,-1
"Please take the orders on paper, and do not get distracted when se serving a customer, should go miles for this promising cafe.",0,0,0,-1
It maybe just because of the extra clientele.,0,0,0,0
"Lovely little spot, but unfortunately, mediocre food.",-1,0,1,0
Got the Eggs Benedict with Smoke Salmon and it was rather disappointing.,-1,0,0,0
"The Bearnaise sauce was too sweet to go well with the salmon, and the toast was also burnt so the bitter after taste did not help.",-1,0,0,0
"I absolutely love the beautiful outdoor, escaping the city feel of this place.",0,0,1,0
You can sit in comfortable chairs in sun or shade surrounded by plants!,0,0,1,0
It has a diverse menu and there is nothing on it we have not enjoyed.,0,0,0,0
I particularly like the cinnamon porridge with rhubarb topper though.,1,0,0,0
Hope to make it back there to try out the cocktails soon.,0,0,0,0
Overall our favourite place for brunch in surry hills.,0,0,0,0
Nice outside seating area and really friendly service.,0,0,1,1
The bacon rolls are great too.,1,0,0,0
Great Vege brekkie!,1,0,0,0
Loved the spicy sauce that came with it and a huge serving.,1,0,0,0
Definitely hit the spot and the coffee was also on the money.,1,1,0,0
Nice outdoor setting which is great for a sunny day,0,0,1,0
Crown street is all over its self but Pieno is a rose within the hubub.,0,0,0,0
"you simply have to see the generosity of the breakfasts, the welcoming of the staff.",1,0,0,1
Came here on Saturday morning and it was completely full.,0,0,0,0
We had to wait a few minutes for a table.,0,0,0,0
The waiters were very warm and friendly.,0,0,0,1
"I ordered the avocado on toast, and my partner ordered the fruit with granola.",0,0,0,0
"The avocado on toast cost $16, which is heaps expensive because it was quite a simple dish you could find at other cafes for $8.",0,0,0,0
"Overall, food: okay, service: great, price: expensive.",1,-1,0,1
I probably will not be back for a while.,0,0,0,0
"Descent food, descent place, service is a bit intimidating but not bad.",1,0,1,0
Service is a bit intimidating.,0,0,0,-1
Service is not bad.,0,0,0,1
"Their quinoa soup and lamb salad are great , big portions too.",1,0,0,0
A bit overpriced.,0,-1,0,0
"the only thing i did not like is, one of their table is right in front of the toilet, which I think is not good as you do not want to smell the toilet while eating.",0,0,-1,0
"I have not eaten any food in here yet,but oh boy the coffee!!!!",1,0,0,0
After drinking their coffee last month at least once a week (twice in a day somedays :0 ) it is safe to say 'BEST COFFEE in SYDNEY'!,1,0,0,0
They use '5 Senses' Dark Horse blend which is to die for if you like that kick in your coffee.,1,0,0,0
Big breakfast was good.,1,0,0,0
The chutney was a perfect match and everything was flavoursome.,1,0,0,0
"One tiny gripe is that the sourdough bread has a big hole in the middle so we did not end up with much bread at all but otherwise, everything was delicious",1,0,0,0
"If you have been to The Winery, you must have walked pass this cafe.",0,0,0,0
That is how I first noticed.,0,0,0,0
"After having been to pretty much every other brunch spots on Crown Street, we decided to give this place a try.",0,0,0,0
"Menu did not strike me as very exciting, I settled on the chicken sandwich and a cup of skim latte.",0,0,0,0
It was a super simple sandwich with sad looking grilled veggies and chicken breast.,-1,0,0,0
It was so dry!,0,0,0,0
"Even with mayo, it was still very dry, coupled with average sandwich bread.",-1,0,0,0
It did not come across as cafe quality but something you and I could easily rustle up at home.,0,0,0,0
Coffee was ok but you could get ok coffee anywhere in Surry Hills.,1,0,0,0
"It was not a quite satisfying and impressive meal, I very much doubt there would be second time.",-1,0,0,0
Came here for coffee and something to eat!,0,0,0,0
I ordered the chargrilled chicken sandwich.,0,0,0,0
Unfortunately the chicken tasted bland and wasn't chargrilled at all...,-1,0,0,0
The bread and chicken together made the entire sandwich dry...,-1,0,0,0
It was lacking sauce and flavour.,-1,0,0,0
Was very disappointed with my experience here..,0,0,0,0
The service was quite poor as well.,0,0,0,-1
"The location however, is beautiful and has a very relaxing vibe to it.",0,0,1,0
Great coffee.,1,0,0,0
Good food.,1,0,0,0
Brilliant spot.,0,0,1,0
Terrible terrible terrible service.,0,0,0,-1
I guess the owners do not need to bother though considering the location.,0,0,0,0
There is a lot of this in Sydney.,0,0,0,0
Pieno is a Surry Hills institution.,0,0,0,0
It is always packed with beautiful people.,0,0,0,0
They do an all day breakfast which definitely caters to the locals.,0,0,0,0
The food is a little highly priced but beautiful.,1,-1,0,0
